PEITSCH_CODE,ALL_ORDER,A_ORDER,B_ORDER,C_ORDER,D_ORDER,ALL_UNORDER,A_UNORDER,B_UNORDER,C_UNORDER,D_UNORDER
5401,92.87992742361074,90.0,88.49470222871757,91.64226551473813,95.59030910609859,92.10025941086481,90.0,88.49470222871757,89.78930037951493,94.92364243943192
3147,92.93925263192635,94.2326202247001,100,91.45670754464598,95.55555555555554,92.19239761979343,94.2326202247001,100,90.2149465791464,95.55555555555556
2389,91.17816854278378,100,88.17685393986763,92.0461858116609,91.4920634920635,89.57885858611203,100,85.93980527424752,90.67746903106675,91.4920634920635
3731,92.4152892753733,85.71428571428571,91.66666666666667,90.99460925619785,96.07843137254902,91.42529146998785,85.71428571428572,91.66666666666667,89.39582992492838,96.07843137254902
2645,92.95756957822299,100,90.5701754385965,88.76775127896256,93.9793772695753,91.86766972793232,100,87.06140350877193,88.38679889801018,93.80576615846418
2723,88.80871796229,100,86.3766251546572,83.48738686133898,93.21514322512222,85.86088665757941,100,84.55844333647538,78.5261614196019,91.02019152649405
9425,90.34066284586562,87.5,87.5,87.3122482589874,91.66666666666666,88.65357914741138,87.5,87.5,84.75411412259238,91.66666666666666
6733,90.72490693945697,79.96201329534664,93.14949006977992,91.47726450729985,88.3838383838384,89.10453483287118,79.96201329534664,93.14949006977993,89.80526978009314,88.38383838383838
5275,91.28437610572432,100,100.0,90.53118294568476,100,89.90656560627819,100,100.0,88.84341656105848,100
1365,91.12537768164536,84.99525166191833,91.14771264831572,93.14176245210729,80.38819875776397,89.88044680916616,84.99525166191833,89.07129904377146,89.77011494252872,79.80848861283644
12689,93.58310162164867,91.06777924169228,100,91.18044264079357,94.66666666666667,92.46778590288469,91.06777924169228,100,89.11594545215846,94.66666666666667
493,91.08429741139548,95.22465346847274,94.87179487179488,88.38887374494571,91.36153377024186,89.51503066575897,93.00969341037542,94.87179487179488,83.99188663244135,91.00880008417485
239,90.17917962938587,100,89.30244988233709,93.1999353221764,85.83312112723877,89.15145540060091,100,89.30244988233709,93.1999353221764,84.31796961208725
3401,89.54032822116272,94.48549534756432,78.99233009814851,88.11132540896665,75.0,87.54639426589871,92.89819376026274,74.18677454259297,84.34765637447863,75.0
1111,91.61641617218189,100,96.07843137254902,89.29156136440747,86.84796140678493,90.02164099908751,100,96.07843137254902,85.82614479340084,86.1072206660442
12569,90.75202078619081,100,100,89.09416637107873,89.84850860268635,88.84627744443162,100,100,87.25322034603154,87.93778849841786
4683,88.68285002161107,100.0,80.46536796536797,89.77951908989988,87.85425101214575,86.61065656507897,100.0,75.67640692640693,87.90691123935358,84.34547908232119
4747,92.03447410554084,90.47619047619048,100,92.17532572127277,90.58363858363859,91.34454883981411,90.47619047619048,100,91.47684119925883,88.8913308913309
2853,89.57930201855176,70.58823529411765,91.48130532948105,92.07147048106658,81.18702553485161,87.03468708337067,70.58823529411764,89.00505776668012,90.64190435679998,72.05659075224293
10545,93.9360255839817,98.71794871794872,100,91.2936358718895,88.33333333333333,92.89051778960084,98.71794871794872,100,89.76317495612749,88.33333333333333
8867,80.59872099325506,100,88.67102396514161,82.80309250136837,66.34627670231386,79.25740671340986,100,84.9673202614379,75.24630541871922,65.37927586689197
2387,89.98279915459563,77.10124985666782,89.32017756597588,80.41666666666667,91.18200787561403,88.4414954847313,73.59247792684324,88.37880101535565,77.08333333333333,91.18200787561403
2521,94.15306561625088,94.42031183102611,83.33333333333334,93.29537360787361,100,93.51479081046246,93.79446149089006,83.33333333333334,92.46204027454027,100
3477,93.71756667457112,100.0,100,89.62322774071613,92.21970930304265,92.46006105547862,100.0,100,85.91754340113641,92.21970930304265
1931,91.35434054470389,100,89.48822748994374,91.01120496493559,90.64901523597173,90.1352820692671,100,89.48822748994374,89.1076567138015,90.64901523597176
695,89.76542515421183,89.05758330493443,88.07987711213518,90.67932901794377,87.44091710758379,87.50840427118668,87.1285995902364,82.68305171530979,89.5509646287098,82.01587301587301
1507,92.65710977179317,100.0,96.51481481481481,90.44963814565294,88.88888888888889,91.63311544984391,100.0,95.71481481481482,88.96016069463703,77.77777777777779
4515,92.11143921645541,100,95.66239316239314,91.11915309223203,94.60006224712107,89.74121134435185,100,92.8846153846154,88.09660567450116,93.01276065981949
6341,89.97996603190127,100,92.3076923076923,89.06384597500242,85.29607823065894,87.80615606455605,100,84.61538461538461,86.07207973363144,82.49266042084724
5673,91.43431872984964,100.0,90.07936507936506,89.6409918998359,88.23529411764706,90.08037217691799,100.0,90.07936507936508,87.49639090815486,88.23529411764706
10565,88.75529966026207,100.0,100,91.88915553045986,69.012647302121,87.36342799319277,100.0,100,91.13053411966456,65.79269375322006
4689,93.19175297709879,100.0,86.66666666666667,89.34341535980161,98.82352941176471,92.22882386535329,100.0,86.66666666666667,87.42225332619645,98.82352941176471
6437,85.13856575349334,100,86.66666666666667,80.18254236070472,89.48412698412699,83.78519438540258,100,86.66666666666667,78.24574684524855,89.48412698412699
